 ,4054,4054,4055,4055,4056,4056,4057,4057,4059,4059,4060,4060,4061,4061,4062,4062,4063,4063,4064,4064,4065,4065,4066,4066,4067,4067,4102,4102,4103,4103,4104,4104,4163,4163,4164,4164,4165,4165,4172,4172,4173,4173,4175,4175,4176,4176,4177,4177,4178,4178,4180,4180,4181,4181,4182,4182,4186,4186,4187,4187,4189,4189,4190,4190,4191,4191,5346,5346,5347,5347,5348,5348,5382,5382,5383,5383,5384,5384,5385,5385,5386,5386,5387,5387,6991,6991,6992,6992,6993,6993,6994,6994,6995,6995,6999,6999,7000,7000,7001,7001,7002,7002,7003,7003,7004,7004,7005,7005,7007,7007,7008,7008,701,701,7010,7010,7011,7011,7012,7012,7013,7013,7014,7014,7018,7018,7019,7019,7021,7021,7022,7022,7023,7023,7024,7024,7025,7025,7026,7026,7027,7027,7029,7029,7030,7030,7031,7031,7725,7725,7728,7728,7729,7729,7730,7730,7731,7731,7732,7732,7733,7733,7757,7757,7758,7758,7794,7794,7795,7795,7796,7796,7797,7797,7798,7798,7799,7799,7800,7800,7801,7801,7802,7802,7803,7803,7804,7804,7805,7805,7806,7806,7807,7807,7808,7808,7809,7809,8209,8209,8210,8210,8215,8215,8216,8216,8217,8217,8218,8218,8219,8219,8224,8224,8225,8225,8226,8226,8227,8227,8228,8228,8233,8233,8234,8234,8235,8235,8236,8236,8237,8237,8238,8238,8239,8239,8240,8240,8241,8241,8242,8242,8243,8243,8244,8244,8245,8245,8246,8246,8251,8251,8252,8252,8253,8253,8254,8254,8255,8255,8256,8256,8258,8258,8259,8259,8260,8260,8261,8261,8262,8262,8267,8267,8268,8268,8269,8269,8270,8270,8271,8271,8276,8276,8277,8277,8278,8278,8284,8284,8285,8285,8362,8362,8363,8363,8364,8364,8365,8365,8366,8366,8369,8369,8370,8370,8371,8371,8372,8372
 ,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume,Speed,Volume
 ,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26,3/17/26
4:00:30 PM,55.28255,9,17,12,49,11,61,13,73.31378,12,80.450516,12,27.137041,11,67.1775,7,63.605034,17,-1,-1,-1,-1,-1,-1,-1,-1,69.93007,1,62.337666,8,69.61839,9,143.00307,7,-1,0,-1,0,-1,-1,-1,-1,81.96721,1,72.21495,5,39.901573,10,36.827393,9,-1,0,70.10983,5,52.899685,9,-1,-1,-1,-1,65,5,62,11,66,19,74,17,72,13,77,21,76,16,75,9,81,7,71,3,73,7,77,7,68.83456,4,69.29047,4,62.7615,6,84.26967,6,53.19149,1,88.76644,8,75.15633,5,71.74393,13,52.950073,7,55.106544,15,52.681995,11,67.20431,5,-1,0,53.19149,1,45.91932,4,30.03003,2,49.019608,3,59.241703,10,56.249996,18,55.292263,7,68.02721,4,63.451775,5,55.487057,9,81.12094,11,40.927696,6,66.137566,5,57.034225,9,1.2405409,2,3.9777246,4,16.455696,13,-1,0,45.04504,1,83.333336,5,35.3045,8,56.947613,5,69.25208,10,-1,0,94.78673,4,56.17977,3,80.645164,6,74.62686,1,75,2,77,3,74,4,76,3,68,10,68,1,66,5,77,2,70,7,75,3,62,12,67,13,72,3,74,9,67,8,-1,-1,69,11,73,9,60,15,70,16,61.881187,5,67,9,69,9,59,20,68,15,43.290047,2,67,12,71,15,67,2,66,14,71,18,65,4,64,19,71,13,66,10,73,17,69,1,69,2,67,4,69,12,66,12,71,18,69,12,73,11,73,12,80,10,67,16,75,8,66,10,73,15,49.9002,10,60,19,64,15,64,9,75,2,67.82946,7,67,8,73,8,64,19,71,8,-1,-1,69,15,78,6,80,4,74,8,63,8,69,12,75,8,74,12,71,15,72,14,77,20
4:01 PM,48.82018,11,32,17,50,11,61,14,67.64069,10,77.1724,10,26.816841,5,73.84932,10,64.506454,8,-1,-1,-1,-1,-1,-1,-1,-1,70.2302,3,77.72021,11,71.59091,18,139.86014,4,-1,0,-1,0,-1,-1,-1,-1,74.2115,8,72.56298,17,35.69729,10,32.66195,1,52.856716,7,72.72727,8,71.63568,7,-1,-1,-1,-1,65,8,70,11,72,10,70,13,76,14,78,18,80,5,79,9,85,3,68,10,72,13,75,9,77.38837,12,71.02273,5,77.12082,6,78.12501,4,-1,0,74.974144,11,85.22727,6,64.308685,8,59.241703,5,54.824566,5,65.27415,5,90.09008,2,-1,0,74.62686,1,57.282005,3,27.593817,5,50,11,55.511497,14,53.106747,20,59.713375,15,48.6618,8,63.291134,9,83.93286,7,80.645164,6,57.840614,9,60.893097,9,-1,0,1.4692918,2,7.3475385,6,24.849129,14,7.5642962,1,-1,0,58.290157,9,38.684723,4,70,7,89.285706,1,-1,0,79.36509,9,0.7825951,1,81.775696,7,69.44444,2,74,7,61,2,74,2,84,2,68,6,77,5,69,5,75,3,76,6,69,3,64,12,70,5,71,4,72,14,75,6,-1,-1,70,15,74,15,58,13,71,9,71.42858,3,62,14,65,16,65,11,71,9,51.54639,2,66,11,71,16,73,5,72,8,72,19,71,1,69,15,72,18,63,19,72,13,66,9,68,11,70,5,68,8,68,9,72,8,66,11,67,15,72,15,76,8,67,14,75,9,69,12,75,9,53.333332,8,66,15,69,14,60,21,64,21,71.77034,3,63,6,71,1,61,9,70,7,-1,-1,68,16,78,9,85,4,74,14,75,7,75,12,78,3,63,5,72,9,75,13,76,12
4:01:30 PM,74.719795,2,41,16,53,12,61,13,48.13643,7,71.36584,13,26.685642,5,78.81232,5,70.307396,8,-1,-1,-1,-1,-1,-1,-1,-1,71.77034,3,54.545456,3,66.907394,6,140.15962,12,-1,0,-1,0,-1,-1,-1,-1,80,4,71.35933,5,35.145267,15,58.027077,1,61.51515,4,64.82482,14,72.36545,16,-1,-1,-1,-1,76,4,67,8,73,8,72,10,77,11,79,11,72,7,80,10,82,10,68,4,75,13,75,1,58.326626,6,70.5816,2,54.021614,9,67.340065,8,50.607285,5,83.8843,7,75.15633,5,72.34727,9,90.09008,8,50.61867,9,68.49315,7,89.285706,1,-1,0,58.593754,3,55.035656,3,32.414913,4,58.411213,5,58.45674,15,56.23243,12,51.02041,11,60.706398,11,61.57636,5,57.339447,10,87.5,7,62.761505,9,65.35948,4,49.226437,7,3.8707182,4,7.7041607,6,21.952045,13,-1,0,39.062504,1,80.2139,9,-1,0,83.333336,5,78.86436,5,37.5,3,76.40068,9,71.09004,3,81.96721,3,51.54639,2,72,5,66,2,72,5,-1,0,64,7,70,8,71,5,79,6,67,6,75,6,67,7,65,3,73,3,69,8,67,16,-1,-1,64,14,72,9,49,19,60,19,69.68641,4,65,9,70,9,60,18,70,16,57.034218,3,66,11,69,10,70,3,64,11,69,13,74,3,71,12,73,15,66,14,71,16,70,4,70,7,65,7,69,12,67,13,71,15,67,15,68,22,66,15,71,18,65,14,71,8,75,11,78,6,51.42857,9,68,15,75,9,64,17,71,10,64.655174,9,62,9,68,21,60,8,65,3,-1,-1,64,12,78,5,79,3,78,8,74,4,75,11,81,7,76,13,72,11,71,12,76,14
4:02 PM,57.589462,7,63,11,64,10,69,13,72.15008,9,72.72727,12,27.576063,5,58.636364,13,57.03927,12,-1,-1,-1,-1,-1,-1,-1,-1,67.17421,5,71.63568,7,73.95167,13,145.45454,4,-1,0,-1,0,-1,-1,-1,-1,75.0469,8,73.150536,6,35.92456,18,-1,0,-1,0,54.545452,4,70.07981,6,-1,-1,-1,-1,62,12,62,13,70,13,75,11,73,14,79,15,79,7,83,10,85,5,74,3,70,10,77,9,79.051384,8,75.15633,5,63.636364,7,99.99999,1,-1,0,78.4632,9,69.29047,4,69.93007,8,70.67139,4,60.06006,4,71.42857,5,-1,0,-1,0,53.19149,1,54.501328,2,29.94012,1,53.475933,6,60.55363,14,52.57009,9,59.88024,2,79.365074,6,70.32349,10,57.471268,12,84.17508,10,45.170258,13,63.559326,6,62.597813,8,3.3333333,5,3.2346756,4,30.809858,14,46.296295,9,38.31418,2,55.106544,15,42.735046,1,75.07507,5,48.622368,6,37.5,3,66.66667,4,74.62686,1,106.38298,2,113.63637,1,76,3,-1,0,73,7,70,2,64,7,73,5,72,3,76,7,65,4,72,4,66,10,68,9,-1,0,71,6,67,11,-1,-1,70,11,74,9,63,16,71,11,65.27415,5,64,16,69,18,64,12,76,12,43.47826,1,60,16,68,17,64,9,68,12,70,11,62,4,65,12,71,13,69,11,70,15,67,14,66,19,73,6,70,12,68,13,72,17,71,7,72,10,71,14,76,12,64,14,67,17,71,10,80,8,59.701492,8,73,7,79,7,64,16,72,8,67.00168,8,62,11,69,12,59,13,67,20,-1,-1,58,7,69,3,87,2,76,12,71,7,72,8,79,7,73,16,72,14,71,15,76,16
4:02:30 PM,57.598152,10,64,13,63,9,68,15,49.76775,9,74.925064,12,27.272728,6,65.27239,6,60.2511,10,-1,-1,-1,-1,-1,-1,-1,-1,64.36041,4,80.2139,8,70.83826,8,140.58107,5,-1,0,-1,0,-1,-1,-1,-1,77.31959,3,83.648994,1,37.847866,17,39.66942,4,51.83861,1,64.93507,8,71.84912,12,-1,-1,-1,-1,59,10,58,12,61,17,75,15,75,14,79,16,75,10,74,10,80,11,70,5,75,11,78,7,93.15774,4,90.59847,7,82.72058,9,74.906364,4,48.231514,3,74.58847,11,68.14774,8,64.26735,10,60.06006,4,58.290157,9,64.23983,6,-1,0,-1,0,69.44444,2,48.95613,3,-1,0,57.471264,9,59.476604,15,50.30181,10,62.7615,6,61.53846,8,52.910057,6,72.9927,6,80.38586,5,68.75,11,66.66667,8,56.17977,3,4.2172737,5,6.941231,6,42.579075,14,45.385777,12,42.857143,3,58.043114,14,40.899796,4,62.499996,5,70.42254,14,38.31418,2,75.187965,2,0.79088897,1,69.44444,1,112.35956,2,69,1,78,3,73,2,80,1,61,7,72,3,69,6,70,4,60,13,66,13,64,10,64,7,71,2,70,11,63,3,-1,-1,69,16,77,6,64,16,70,10,89.28572,3,62,11,67,12,61,20,70,19,53.19149,1,62,14,74,12,58,6,58,13,68,19,63,9,69,9,72,13,59,16,71,15,65,9,63,17,68,11,68,17,68,10,69,15,65,9,75,10,70,10,79,8,61,14,69,15,70,11,73,17,72.463776,2,70,13,74,4,69,9,75,6,69.63788,5,66,12,73,8,62,12,68,13,-1,-1,62,11,72,20,81,5,76,11,75,6,77,8,80,5,67,15,72,9,73,10,79,17
4:03 PM,61.17247,6,62,13,66,17,71,14,69.93007,10,78.59576,12,28.607754,3,70.36363,9,50.89962,11,-1,-1,-1,-1,-1,-1,-1,-1,89.41878,1,76.960075,8,76.73196,10,139.86014,4,-1,0,-1,0,-1,-1,-1,-1,65.07592,6,75.14989,7,28.881859,14,-1,0,59.14918,1,71.87542,9,74.719795,7,-1,-1,-1,-1,64,4,63,9,69,11,75,13,78,17,79,14,81,7,78,7,84,11,74,6,76,6,79,6,93.18766,11,70.145905,7,78.32898,6,69.16997,7,41.841,2,77.94768,9,74.21824,9,54.127197,8,68.68132,10,56.2701,7,69.44444,2,78.12501,2,-1,0,32.154343,2,54.501328,2,25.252523,3,67.20431,5,59.34718,12,59.652927,11,62.111797,6,33.333336,2,66.66667,4,56.258785,8,83.333336,5,57.75578,7,65.31205,9,54.347828,9,5.5555553,1,8.064516,5,40.911743,14,30.570652,9,53.19149,1,72.9927,6,-1,0,62.388588,7,64.10256,1,-1,0,78.12501,4,70.67139,4,42.134834,3,83.682,4,65,1,73,5,70,4,82,3,70,4,-1,0,68,6,75,3,70,7,75,11,58,15,61,11,69,4,70,8,68,6,-1,-1,67,15,72,10,62,19,74,8,63.091484,4,65,13,69,12,63,18,69,16,50.403225,5,65,16,74,15,51,4,53,12,72,15,60,6,65,14,71,14,68,9,76,10,65,9,67,19,67,9,62,18,62,16,72,18,64,15,71,18,69,11,76,16,64,7,70,8,63,13,68,10,39.401104,10,68,11,75,13,65,16,74,8,63.694267,6,75,2,75,4,63,15,70,10,-1,-1,66,11,76,9,79,8,71,13,67,8,70,14,77,11,73,11,73,9,75,16,77,15
4:03:30 PM,54.911533,9,63,16,70,12,69,9,80.756805,7,71.11532,12,22.966507,4,76.87723,11,62.80673,10,-1,-1,-1,-1,-1,-1,-1,-1,70.15493,4,66.22516,11,65.230896,18,140.4604,6,-1,0,-1,0,-1,-1,-1,-1,75.921906,7,68.20756,10,36.20745,17,-1,0,50.422253,2,75.49544,8,72.405464,9,-1,-1,-1,-1,70,9,68,17,71,13,76,11,75,13,80,16,74,5,80,5,87,5,73,7,72,13,76,11,78.125,11,78.64108,4,74.96251,10,78.82882,7,-1,0,77.199524,8,75.00751,8,70.32349,10,90.09008,8,53.248135,10,64.308685,8,69.44444,2,-1,0,53.19149,1,47.9798,1,30,3,57.283142,7,54.525623,10,52.47376,7,58.411213,5,44.762756,10,61.823807,16,50.79826,7,81.818184,9,42.444824,5,59.88024,2,50.505047,6,10,8,17.30648,11,38.816105,16,40.47323,13,45.04504,2,68.181816,15,35.971226,1,56.818176,6,75,3,-1,0,67.659,10,89.285706,1,88.33923,5,-1,0,74,5,-1,0,69,2,82,1,65,13,68,8,71,5,-1,0,68,10,73,8,54,15,52,14,66,3,70,9,61,8,-1,-1,68,13,77,5,59,19,71,13,62.695923,4,69,11,71,9,61,14,72,15,58.13953,2,64,13,70,15,69,6,64,18,73,15,63,5,61,15,70,18,61,11,71,12,73,3,66,10,65,8,70,17,66,8,75,14,62,16,66,15,66,18,73,18,60,10,71,17,66,11,74,13,47.732693,8,67,16,72,12,67,13,71,17,69.93007,4,64,12,72,9,70,4,71,3,-1,-1,67,14,78,9,-1,0,76,16,74,3,76,10,78,9,72,12,77,14,76,16,76,23
